#peak_xpix[arcmin] peak_ypix cluster_xpix cluster_ypix SN coresize[arcmin] M500c redshift nmatch
253.937988 731.916504 254.368919 731.976199 5.967611 0.500000 2.30278e+14 0.928626 1
279.265137 550.817871 279.722033 551.087941 8.959706 0.500000 3.66147e+14 0.560850 1
610.231934 469.123535 609.726012 469.249574 4.866402 0.500000 1.9698e+14 0.943906 1
634.035645 376.384277 634.024580 375.857830 4.699737 0.500000 1.93408e+14 0.322538 1
682.214355 705.637207 682.213751 705.224501 4.992881 0.500000 2.04306e+14 1.387165 1
759.338379 261.174316 758.903357 261.506708 5.611534 0.500000 2.65638e+14 0.608929 1
49.226074 357.531738 49.685220 357.619863 5.360479 0.750000 2.66574e+14 0.913988 1
141.013184 330.871582 141.134759 330.866631 18.374691 0.750000 5.13383e+14 0.434914 1
163.864746 642.985840 164.217304 642.954783 5.270870 0.750000 2.32134e+14 0.208772 1
323.825684 200.998535 323.756155 201.085567 5.915562 0.750000 2.43783e+14 0.493892 1
336.584473 565.480957 336.685429 565.163047 8.518548 0.750000 2.976e+14 1.047148 1
355.437012 653.649902 354.804051 653.256258 4.589691 0.750000 9.57518e+13 0.668284 1
355.437012 653.649902 355.755665 653.354541 4.589691 0.750000 1.74296e+14 0.728750 2
418.850098 493.308105 418.445806 493.236136 4.538002 0.750000 1.36845e+14 1.128451 1
492.546387 220.993652 493.358595 220.725186 4.576348 0.750000 1.48056e+14 0.496956 1
507.399902 484.548340 507.424310 484.687303 5.221368 0.750000 2.10077e+14 0.738581 1
727.346191 113.020020 727.367159 113.881556 4.981304 0.750000 1.947e+14 0.497803 1
309.924316 475.979004 310.058584 476.019963 6.557806 1.000000 3.03161e+14 0.437956 1
483.024902 112.639160 482.956513 113.145245 7.242073 1.000000 3.21698e+14 0.286539 1
661.838379 318.112793 661.760598 318.510668 7.709420 1.000000 2.87172e+14 0.589250 1
756.862793 503.400879 756.547719 503.221700 5.649328 1.000000 1.65227e+14 0.678967 1
758.386230 680.500488 757.883098 680.446279 5.767190 1.000000 2.19077e+14 0.454176 1
189.382324 749.055176 189.271686 749.039462 4.713482 1.250000 1.40511e+14 1.822117 1
455.222168 548.151855 455.587871 547.808840 5.072700 1.250000 2.89055e+14 0.364918 1
670.598145 740.485840 670.438074 739.723935 5.414692 1.250000 2.10349e+14 0.579284 1
344.963379 353.342285 345.239702 353.687881 4.707813 1.500000 1.30064e+14 0.476488 1
344.963379 353.342285 345.018960 352.292458 4.707813 1.500000 6.97332e+13 0.507601 2
344.963379 353.342285 344.355966 354.675363 4.707813 1.500000 7.19626e+13 1.536700 3
403.806152 431.228027 403.953438 431.740133 6.775234 1.500000 2.42075e+14 0.439165 1
445.700684 524.729004 445.435402 524.123358 4.614498 1.500000 2.78491e+14 0.288916 1
647.746582 304.973145 647.974856 304.966729 6.046708 1.500000 1.51431e+14 0.577522 1
699.543457 601.281738 699.433783 600.668653 9.657729 1.500000 3.40173e+14 0.378912 1
136.062012 327.824707 135.991438 328.080481 8.767299 1.750000 3.63067e+14 0.432930 1
136.062012 327.824707 135.698157 328.406526 8.767299 1.750000 6.48435e+13 0.681653 2
358.103027 353.913574 357.658870 354.182389 7.801074 1.750000 3.08187e+14 0.443075 1
390.666504 467.790527 390.517126 467.574109 4.826930 1.750000 2.38243e+14 0.483333 1
535.773926 753.625488 535.551882 753.065032 7.196480 1.750000 3.64631e+14 0.491585 1
52.272949 195.285645 52.731118 195.914165 7.432347 2.250000 3.54516e+14 0.431921 1
60.080566 158.913574 61.183981 159.513118 5.020969 2.250000 1.14458e+14 0.568665 1
690.021973 239.084473 689.922481 239.169064 6.795209 2.250000 1.99826e+14 1.135249 1
730.202637 4.855957 729.854600 5.932680 5.062092 2.250000 1.79979e+14 0.430308 1
677.072754 612.136230 676.594634 612.229818 6.687841 2.500000 2.92969e+14 0.378992 1
72.268066 315.827637 73.486920 316.197966 6.233992 3.000000 3.71735e+14 0.436913 1
128.635254 543.581543 129.070497 543.278557 15.002876 3.000000 5.92285e+14 0.204600 1
455.412598 701.638184 455.351508 701.410328 5.235161 3.000000 1.43234e+14 1.085388 1
647.556152 760.100098 648.026322 757.919780 4.679148 3.000000 6.66196e+13 0.747793 1
4.094238 109.020996 4.563780 108.783482 4.617499 0.250000 6.79714e+13 1.095101 1
61.604004 159.675293 61.183981 159.513118 4.848488 0.250000 1.14458e+14 0.568665 1
120.827637 252.033691 120.190980 251.694302 4.620518 0.250000 1.64008e+14 0.707101 1
137.395020 141.203613 137.852520 141.667495 4.995981 0.250000 2.0516e+14 0.608758 1
197.951660 214.328613 197.732336 213.942291 4.577074 0.250000 2.03775e+14 0.945636 1
252.224121 388.000488 252.089760 388.503969 4.550832 0.250000 1.43455e+14 0.978309 1
253.557129 706.208496 253.762854 706.120720 5.658559 0.250000 1.74554e+14 1.584199 1
266.125488 564.147949 266.212451 563.960262 4.987386 0.250000 1.9644e+14 0.612053 1
266.696777 373.908691 266.763911 373.631694 5.445911 0.250000 2.33816e+14 0.786034 1
279.836426 756.672363 279.779753 756.222464 9.809801 0.250000 3.52199e+14 1.174920 1
283.073730 211.472168 283.084610 212.067958 4.763313 0.250000 1.36234e+14 0.704362 1
288.215332 328.586426 288.288789 328.519617 5.588547 0.250000 2.2475e+14 1.187701 1
308.972168 189.572754 309.183426 189.541558 5.545938 0.250000 2.08049e+14 1.262186 1
310.114746 622.229004 310.109283 621.876039 6.318793 0.250000 2.14948e+14 0.867337 1
333.537598 563.005371 333.544386 562.705268 4.613843 0.250000 2.078e+14 1.044500 1
335.632324 330.300293 335.678467 330.258241 4.591200 0.250000 1.49384e+14 0.702615 1
336.774902 565.480957 336.685429 565.163047 7.245137 0.250000 2.976e+14 1.047148 1
345.915527 211.472168 345.788814 211.664690 5.747210 0.250000 1.78457e+14 0.322261 1
409.328613 137.966309 409.513278 137.852520 4.726554 0.250000 1.22364e+14 1.122066 1
451.032715 451.794434 451.307992 451.747152 5.212217 0.250000 1.36934e+14 1.856765 1
507.590332 484.738770 507.424310 484.687303 6.389596 0.250000 2.10077e+14 0.738581 1
516.921387 609.470215 516.945795 608.883584 8.617590 0.250000 2.73725e+14 0.669752 1
553.293457 242.893066 553.139337 243.051115 4.664134 0.250000 2.78828e+14 1.000942 1
567.766113 576.716309 567.148937 576.799064 10.508420 0.250000 3.96014e+14 0.654485 1
572.717285 701.066895 572.317969 700.851824 5.598689 0.250000 2.55537e+14 0.596732 1
595.759277 713.635254 595.753094 713.412187 4.889699 0.250000 2.12999e+14 0.917216 1
647.365723 93.215332 646.999090 92.462761 4.966486 0.250000 9.01601e+13 0.277374 1
647.365723 93.215332 647.747094 94.153022 4.966486 0.250000 1.30492e+14 0.645653 2
673.454590 78.552246 673.097860 78.402479 4.628924 0.250000 6.39199e+13 1.339144 1
677.263184 29.802246 677.516563 30.093179 5.175899 0.250000 1.7429e+14 0.692113 1
682.404785 705.827637 682.213751 705.224501 5.455460 0.250000 2.04306e+14 1.387165 1
690.212402 239.274902 689.922481 239.169064 5.980082 0.250000 1.99826e+14 1.135249 1
703.542480 185.954590 703.253442 186.174298 8.141854 0.250000 3.39711e+14 1.065207 1
725.822754 86.931152 725.598106 87.135361 9.794600 0.250000 2.86146e+14 0.551481 1
727.346191 113.972168 727.367159 113.881556 4.860497 0.250000 1.947e+14 0.497803 1
730.202637 5.617676 729.854600 5.932680 7.522675 0.250000 1.79979e+14 0.430308 1
12.092285 734.392090 11.791260 734.035360 6.616979 0.500000 1.66796e+14 0.307030 1
134.348145 633.083496 134.586658 632.872517 6.545390 0.500000 1.95252e+14 0.395887 1
141.013184 330.871582 141.134759 330.866631 17.365002 0.500000 5.13383e+14 0.434914 1
254.318848 732.487793 254.368919 731.976199 5.488913 0.500000 2.30278e+14 0.928626 1
343.820801 119.304199 343.990146 119.502242 6.005166 0.500000 2.50197e+14 1.203135 1
464.553223 196.999512 463.720930 197.414101 14.062936 0.500000 4.10296e+14 0.541419 1
470.646973 571.955566 470.783798 571.251730 5.243279 0.500000 1.29128e+14 0.613665 1
586.999512 34.182129 586.432872 34.292701 7.738246 0.500000 2.4946e+14 0.432515 1
638.796387 393.332520 638.638269 393.751781 4.954450 0.500000 2.05477e+14 1.260494 1
740.295410 759.338379 739.858854 758.780107 6.614044 0.500000 2.66814e+14 0.684247 1
9.235840 676.501465 9.721920 676.185136 6.237199 0.750000 2.47667e+14 1.096056 1
49.226074 357.912598 49.685220 357.619863 5.405868 0.750000 2.66574e+14 0.913988 1
111.115723 491.594238 111.337197 492.155811 4.894540 0.750000 2.21239e+14 1.391499 1
142.917480 498.449707 143.005977 498.147000 6.537035 0.750000 2.97812e+14 0.457320 1
345.344238 101.784668 345.401934 102.134762 6.074536 0.750000 2.44881e+14 1.059839 1
355.437012 653.840332 354.804051 653.256258 4.589049 0.750000 9.57518e+13 0.668284 1
355.437012 653.840332 355.755665 653.354541 4.589049 0.750000 1.74296e+14 0.728750 2
497.878418 84.455566 498.190702 85.102678 5.574006 0.750000 1.51473e+14 1.150027 1
535.964355 753.054199 535.551882 753.065032 7.366785 0.750000 3.64631e+14 0.491585 1
631.940918 641.081543 631.992663 640.918218 4.531405 0.750000 2.68742e+14 0.576302 1
729.821777 615.183105 729.766452 614.628321 5.722892 0.750000 2.40881e+14 0.448081 1
766.574707 608.518066 766.333602 607.919533 5.339177 0.750000 2.83324e+14 0.961776 1
17.424316 181.955566 17.645941 182.697840 5.215829 1.000000 1.15721e+14 0.625667 1
151.867676 340.583496 152.139001 340.526149 6.589805 1.000000 1.97605e+14 0.772587 1
279.074707 551.008301 279.722033 551.087941 7.794831 1.000000 3.66147e+14 0.560850 1
357.722168 354.104004 357.658870 354.182389 7.847066 1.000000 3.08187e+14 0.443075 1
483.024902 112.448730 482.956513 113.145245 7.600528 1.000000 3.21698e+14 0.286539 1
483.024902 112.448730 483.533707 111.809099 7.600528 1.000000 5.16461e+13 0.895995 2
618.039551 33.420410 617.538464 33.964318 5.621813 1.000000 1.23126e+14 0.430112 1
661.838379 317.922363 661.760598 318.510668 8.651482 1.000000 2.87172e+14 0.589250 1
136.252441 327.634277 135.991438 328.080481 9.979243 1.250000 3.63067e+14 0.432930 1
136.252441 327.634277 135.698157 328.406526 9.979243 1.250000 6.48435e+13 0.681653 2
179.289551 310.686035 179.111395 310.839365 6.215657 1.250000 1.84942e+14 0.358997 1
189.191895 649.270020 189.842638 648.469387 4.709513 1.250000 2.43676e+14 0.911599 1
262.316895 727.155762 261.714967 728.001305 4.663813 1.250000 1.49979e+14 0.756535 1
541.486816 544.914551 541.985346 545.349480 4.666796 1.250000 1.14862e+14 0.269952 1
646.413574 49.416504 646.081020 49.080718 5.237125 1.250000 2.43303e+14 0.473185 1
676.882324 612.326660 676.594634 612.229818 7.121302 1.250000 2.92969e+14 0.378992 1
756.672363 503.781738 756.547719 503.221700 6.577904 1.250000 1.65227e+14 0.678967 1
756.672363 503.781738 756.135106 504.510262 6.577904 1.250000 6.37934e+13 1.281589 2
75.314941 394.665527 75.700560 394.830526 5.840453 1.500000 1.78426e+14 0.273913 1
75.314941 394.665527 75.474361 394.858607 5.840453 1.500000 8.40031e+13 0.811554 2
82.741699 648.508301 83.294642 648.515414 4.526440 1.500000 1.21926e+14 0.399583 1
101.784668 470.646973 101.988115 470.387596 4.541584 1.500000 1.46474e+14 0.713247 1
390.476074 467.600098 390.517126 467.574109 7.590826 1.500000 2.38243e+14 0.483333 1
726.394043 542.058105 726.006070 541.926069 4.689732 1.500000 1.32409e+14 0.654941 1
758.195801 680.500488 757.883098 680.446279 6.221283 1.500000 2.19077e+14 0.454176 1
73.029785 315.637207 73.486920 316.197966 6.479987 1.750000 3.71735e+14 0.436913 1
455.793457 548.151855 455.587871 547.808840 6.452628 1.750000 2.89055e+14 0.364918 1
625.847168 598.996582 626.139554 597.646930 4.722339 1.750000 6.04007e+13 1.125714 1
699.924316 601.281738 699.433783 600.668653 8.918508 1.750000 3.40173e+14 0.378912 1
35.324707 128.444824 35.621820 128.259299 5.161974 2.000000 1.35579e+14 0.658035 1
307.067871 321.540527 307.175708 321.381851 4.919063 2.000000 1.89658e+14 1.061787 1
309.924316 476.169434 310.058584 476.019963 5.201793 2.000000 3.03161e+14 0.437956 1
708.684082 439.416504 708.293831 438.649392 4.766993 2.000000 1.39238e+14 0.254337 1
20.090332 356.389160 20.883720 356.413196 5.046550 2.250000 6.82364e+13 0.894492 1
52.463379 195.095215 52.731118 195.914165 6.764761 2.250000 3.54516e+14 0.431921 1
445.129395 523.967285 445.435402 524.123358 4.545606 2.250000 2.78491e+14 0.288916 1
469.313965 386.096191 469.059237 386.148355 4.758242 2.250000 2.65642e+14 0.461291 1
633.654785 376.193848 634.024580 375.857830 6.489191 2.250000 1.93408e+14 0.322538 1
163.864746 643.747559 164.217304 642.954783 5.682512 2.750000 2.32134e+14 0.208772 1
670.979004 534.250488 669.559010 534.986404 5.230364 2.750000 8.6585e+13 1.156315 1
78.171387 703.161621 79.019458 702.772207 6.380192 3.000000 1.71548e+14 0.250984 1
128.444824 543.581543 129.070497 543.278557 13.171246 3.000000 5.92285e+14 0.204600 1
181.574707 524.919434 182.212677 524.757457 5.630161 3.000000 1.19141e+14 0.311019 1
342.678223 289.738770 343.033860 289.768431 4.642790 3.000000 1.67393e+14 0.766654 1
423.610840 725.441895 424.260700 725.575511 4.599840 3.000000 2.5399e+14 0.630583 1
466.838379 10.949707 466.952469 11.760060 4.677904 3.000000 1.4036e+14 0.730086 1
737.438965 18.757324 737.006407 19.005481 4.539432 3.000000 1.75884e+14 0.519458 1
737.438965 18.757324 739.627976 18.961020 4.539432 3.000000 7.39893e+13 0.960645 2
9.426270 676.501465 9.721920 676.185136 5.508598 0.250000 2.47667e+14 1.096056 1
45.227051 355.437012 45.920941 355.765800 5.486293 0.250000 2.59021e+14 0.911593 1
49.606934 357.722168 49.685220 357.619863 4.885888 0.250000 2.66574e+14 0.913988 1
66.936035 318.684082 67.215717 319.204091 5.319179 0.250000 1.37338e+14 1.338501 1
68.459473 264.602051 68.542501 264.515158 4.602323 0.250000 1.18869e+14 0.428037 1
83.122559 648.698730 83.294642 648.515414 4.873917 0.250000 1.21926e+14 0.399583 1
110.163574 636.701660 110.211658 637.545483 4.636999 0.250000 1.32225e+14 0.396955 1
110.734863 491.975098 111.337197 492.155811 6.124359 0.250000 2.21239e+14 1.391499 1
152.058105 340.583496 152.139001 340.526149 4.680855 0.250000 1.97605e+14 0.772587 1
179.099121 310.876465 179.111395 310.839365 4.591690 0.250000 1.84942e+14 0.358997 1
189.763184 648.508301 189.842638 648.469387 5.658702 0.250000 2.43676e+14 0.911599 1
217.565918 711.159668 217.674592 711.261717 4.794503 0.250000 9.80545e+13 1.388583 1
254.318848 732.297363 254.368919 731.976199 6.984692 0.250000 2.30278e+14 0.928626 1
276.027832 754.387207 276.311873 753.694482 5.178631 0.250000 1.0924e+14 1.172090 1
279.836426 756.672363 279.779753 756.222464 9.929859 0.250000 3.52199e+14 1.174920 1
288.215332 328.586426 288.288789 328.519617 5.462937 0.250000 2.2475e+14 1.187701 1
296.022949 749.436035 296.595773 749.088603 5.105311 0.250000 1.30715e+14 0.892048 1
296.022949 749.436035 296.588752 749.159596 5.105311 0.250000 7.64463e+13 0.962696 2
310.114746 622.229004 310.109283 621.876039 7.009627 0.250000 2.14948e+14 0.867337 1
319.255371 658.029785 319.055108 658.043872 4.559847 0.250000 1.35051e+14 0.673294 1
323.444824 737.248535 323.575977 737.025887 4.781788 0.250000 1.27033e+14 1.319207 1
333.347168 563.005371 333.544386 562.705268 6.596719 0.250000 2.078e+14 1.044500 1
336.774902 565.480957 336.685429 565.163047 6.930394 0.250000 2.976e+14 1.047148 1
345.534668 101.784668 345.401934 102.134762 4.980442 0.250000 2.44881e+14 1.059839 1
351.628418 600.520020 351.523370 600.247439 4.916374 0.250000 1.30719e+14 0.323825 1
385.144043 459.030762 385.417507 458.583047 5.122499 0.250000 1.90888e+14 0.548722 1
390.856934 513.112793 390.801841 513.458412 5.311829 0.250000 1.70976e+14 0.735169 1
390.856934 513.112793 391.235515 513.067603 5.311829 0.250000 6.3529e+13 1.018477 2
419.421387 736.296387 419.496471 735.863689 4.624960 0.250000 1.7373e+14 0.937808 1
450.651855 335.822754 449.957038 336.157377 4.529490 0.250000 1.11217e+14 0.743214 1
451.223145 451.604004 451.307992 451.747152 4.657811 0.250000 1.36934e+14 1.856765 1
505.876465 16.281738 505.899432 16.603860 5.232090 0.250000 2.14017e+14 0.542466 1
517.111816 609.089355 516.945795 608.883584 5.465488 0.250000 2.73725e+14 0.669752 1
572.336426 701.257324 572.317969 700.851824 4.775835 0.250000 2.55537e+14 0.596732 1
636.320801 705.065918 635.873923 705.224501 4.621777 0.250000 2.33696e+14 0.385779 1
682.404785 705.827637 682.213751 705.224501 6.011256 0.250000 2.04306e+14 1.387165 1
690.593262 238.703613 689.922481 239.169064 4.510258 0.250000 1.99826e+14 1.135249 1
703.542480 186.145020 703.253442 186.174298 7.461726 0.250000 3.39711e+14 1.065207 1
727.536621 113.591309 727.367159 113.881556 5.397762 0.250000 1.947e+14 0.497803 1
730.583496 5.617676 729.854600 5.932680 5.377246 0.250000 1.79979e+14 0.430308 1
737.248535 242.512207 736.719367 242.565184 4.762856 0.250000 1.48599e+14 1.591831 1
737.438965 365.720215 737.118730 365.075887 4.585681 0.250000 1.16363e+14 0.269077 1
759.338379 272.980957 758.860445 273.113877 4.657618 0.250000 1.32749e+14 1.859905 1
765.241699 39.704590 764.771297 39.946919 5.033200 0.250000 1.55565e+14 0.704170 1
766.765137 608.137207 766.333602 607.919533 7.633374 0.250000 2.83324e+14 0.961776 1
11.901855 734.392090 11.791260 734.035360 5.574031 0.500000 1.66796e+14 0.307030 1
53.034668 552.150879 52.985398 551.731431 5.242855 0.500000 1.47981e+14 0.850959 1
134.348145 632.893066 134.586658 632.872517 5.221511 0.500000 1.95252e+14 0.395887 1
390.476074 467.790527 390.517126 467.574109 5.004352 0.500000 2.38243e+14 0.483333 1
497.878418 121.779785 497.476963 122.070776 4.807514 0.500000 1.40567e+14 0.286188 1
503.400879 775.715332 502.887844 776.026686 4.691508 0.500000 6.88306e+13 0.426692 1
552.912598 243.083496 553.139337 243.051115 8.188361 0.500000 2.78828e+14 1.000942 1
567.575684 576.906738 567.148937 576.799064 11.165297 0.500000 3.96014e+14 0.654485 1
632.321777 641.081543 631.992663 640.918218 5.397350 0.500000 2.68742e+14 0.576302 1
662.028809 318.303223 661.760598 318.510668 7.217320 0.500000 2.87172e+14 0.589250 1
721.633301 303.830566 721.387686 304.017486 5.057199 0.500000 2.51938e+14 0.403166 1
725.822754 86.931152 725.598106 87.135361 6.258350 0.500000 2.86146e+14 0.551481 1
739.724121 759.528809 739.858854 758.780107 5.380905 0.500000 2.66814e+14 0.684247 1
91.882324 21.423340 91.677302 21.836100 4.944423 0.750000 1.16266e+14 0.439885 1
141.013184 330.681152 141.134759 330.866631 17.036352 0.750000 5.13383e+14 0.434914 1
142.536621 498.259277 143.005977 498.147000 4.632406 0.750000 2.97812e+14 0.457320 1
242.893066 510.827637 243.061250 510.566168 4.681363 0.750000 1.44681e+14 0.214614 1
309.924316 475.788574 310.058584 476.019963 6.002538 0.750000 3.03161e+14 0.437956 1
343.820801 119.304199 343.990146 119.502242 5.906074 0.750000 2.50197e+14 1.203135 1
492.546387 220.993652 493.358595 220.725186 5.376000 0.750000 1.48056e+14 0.496956 1
634.416504 376.574707 634.024580 375.857830 6.872134 0.750000 1.93408e+14 0.322538 1
709.636230 281.740723 709.375691 282.058144 4.589525 0.750000 1.65813e+14 0.287210 1
737.438965 18.186035 737.006407 19.005481 5.337945 0.750000 1.75884e+14 0.519458 1
758.386230 680.881348 757.883098 680.446279 5.526604 0.750000 2.19077e+14 0.454176 1
136.062012 327.824707 135.991438 328.080481 9.910989 1.000000 3.63067e+14 0.432930 1
136.062012 327.824707 135.698157 328.406526 9.910989 1.000000 6.48435e+13 0.681653 2
232.229004 569.479980 232.350301 569.045888 4.842225 1.000000 1.6308e+14 1.124554 1
279.074707 550.817871 278.204151 550.722889 10.858793 1.000000 1.66306e+14 0.288167 1
279.074707 550.817871 279.722033 551.087941 10.858793 1.000000 3.66147e+14 0.560850 2
414.660645 199.284668 414.247102 198.917942 4.914795 1.000000 1.34505e+14 1.031809 1
525.109863 702.019043 525.180252 702.414175 5.138513 1.000000 4.62404e+13 1.096292 1
587.189941 33.991699 586.432872 34.292701 6.735102 1.000000 2.4946e+14 0.432515 1
604.328613 604.328613 604.220753 604.459441 5.053000 1.000000 1.28356e+14 0.514188 1
75.505371 394.475098 75.700560 394.830526 6.334641 1.250000 1.78426e+14 0.273913 1
75.505371 394.475098 75.474361 394.858607 6.334641 1.250000 8.40031e+13 0.811554 2
164.245605 643.747559 164.217304 642.954783 8.281929 1.250000 2.32134e+14 0.208772 1
296.594238 367.053223 297.026331 367.103875 5.522433 1.250000 8.52313e+13 0.491074 1
296.594238 367.053223 296.878139 366.578938 5.522433 1.250000 8.51491e+13 0.785898 2
610.422363 469.504395 609.726012 469.249574 4.665614 1.250000 1.9698e+14 0.943906 1
677.072754 612.517090 676.594634 612.229818 8.375304 1.250000 2.92969e+14 0.378992 1
52.653809 195.476074 52.731118 195.914165 7.093242 1.500000 3.54516e+14 0.431921 1
323.444824 200.998535 323.756155 201.085567 6.283529 1.500000 2.43783e+14 0.493892 1
358.293457 354.104004 357.658870 354.182389 5.742464 1.500000 3.08187e+14 0.443075 1
535.964355 753.244629 535.551882 753.065032 6.139961 1.500000 3.64631e+14 0.491585 1
729.631348 614.992676 729.766452 614.628321 5.147594 1.500000 2.40881e+14 0.448081 1
403.615723 431.228027 403.953438 431.740133 5.168530 1.750000 2.42075e+14 0.439165 1
699.733887 601.091309 699.433783 600.668653 9.189015 1.750000 3.40173e+14 0.378912 1
272.980957 693.830566 272.802662 691.964532 4.549290 2.000000 1.0891e+14 0.629315 1
445.700684 524.538574 445.435402 524.123358 5.568649 2.250000 2.78491e+14 0.288916 1
483.024902 112.448730 482.956513 113.145245 7.537890 2.250000 3.21698e+14 0.286539 1
483.024902 112.448730 481.904268 112.564925 7.537890 2.250000 7.00035e+13 0.470584 2
483.024902 112.448730 483.533707 111.809099 7.537890 2.250000 5.16461e+13 0.895995 3
455.031738 547.770996 455.587871 547.808840 4.501059 2.500000 2.89055e+14 0.364918 1
128.635254 543.581543 129.070497 543.278557 13.087828 3.000000 5.92285e+14 0.204600 1
138.347168 436.750488 138.336905 436.984853 4.689300 3.000000 9.00066e+13 0.917053 1
465.505371 451.604004 464.176454 450.946101 4.771568 3.000000 9.05897e+13 1.510270 1
9.235840 429.323730 9.189960 429.333819 4.851621 0.250000 1.13311e+14 1.060531 1
9.616699 676.691895 9.721920 676.185136 7.091649 0.250000 2.47667e+14 1.096056 1
40.275879 272.790527 41.126280 272.870516 4.832572 0.250000 1.07247e+14 1.366106 1
45.798340 355.437012 45.920941 355.765800 7.099215 0.250000 2.59021e+14 0.911593 1
117.780762 596.711426 117.959406 596.707009 4.687709 0.250000 1.45827e+14 1.221445 1
147.297363 662.028809 147.527636 661.600667 5.982097 0.250000 1.91827e+14 0.713060 1
152.058105 340.202637 152.139001 340.526149 5.488272 0.250000 1.97605e+14 0.772587 1
158.342285 448.366699 158.815024 447.825304 4.643533 0.250000 8.34443e+13 1.089394 1
162.531738 477.121582 162.995039 477.254688 4.518764 0.250000 1.52432e+14 0.584704 1
179.479980 579.001465 179.763475 579.021317 4.956130 0.250000 1.10786e+14 0.716985 1
210.520020 133.015137 210.358206 132.961137 5.171589 0.250000 1.86322e+14 0.391143 1
232.038574 569.289551 232.350301 569.045888 4.620133 0.250000 1.6308e+14 1.124554 1
279.836426 756.481934 279.779753 756.222464 10.630757 0.250000 3.52199e+14 1.174920 1
288.024902 328.586426 288.288789 328.519617 6.983181 0.250000 2.2475e+14 1.187701 1
291.643066 393.903809 291.672426 393.799388 4.685197 0.250000 1.73896e+14 0.931454 1
333.347168 563.005371 333.544386 562.705268 4.927734 0.250000 2.078e+14 1.044500 1
336.965332 565.480957 336.685429 565.163047 6.830687 0.250000 2.976e+14 1.047148 1
357.912598 354.294434 357.658870 354.182389 5.343272 0.250000 3.08187e+14 0.443075 1
384.572754 689.260254 384.890222 689.138585 5.275479 0.250000 2.47134e+14 0.750810 1
389.143066 221.184082 389.106129 221.382718 4.632563 0.250000 1.61469e+14 0.533149 1
390.856934 513.112793 390.801841 513.458412 4.977428 0.250000 1.70976e+14 0.735169 1
390.856934 513.112793 391.235515 513.067603 4.977428 0.250000 6.3529e+13 1.018477 2
455.793457 547.580566 455.587871 547.808840 4.961566 0.250000 2.89055e+14 0.364918 1
477.883301 326.682129 477.467619 326.479146 5.193514 0.250000 1.12657e+14 0.856631 1
496.354980 711.159668 496.110434 710.964543 4.791851 0.250000 1.43611e+14 0.376710 1
500.163574 746.579590 500.397288 746.408501 4.805825 0.250000 1.59932e+14 0.275833 1
506.066895 16.472168 505.899432 16.603860 5.678311 0.250000 2.14017e+14 0.542466 1
541.677246 545.676270 541.985346 545.349480 4.726125 0.250000 1.14862e+14 0.269952 1
542.248535 204.426270 541.974421 204.445796 5.503893 0.250000 1.53457e+14 0.981211 1
553.483887 243.083496 553.139337 243.051115 5.643170 0.250000 2.78828e+14 1.000942 1
567.575684 576.716309 567.148937 576.799064 11.981208 0.250000 3.96014e+14 0.654485 1
632.131348 641.271973 631.992663 640.918218 4.946590 0.250000 2.68742e+14 0.576302 1
638.796387 393.713379 638.638269 393.751781 4.789399 0.250000 2.05477e+14 1.260494 1
682.404785 705.637207 682.213751 705.224501 7.036612 0.250000 2.04306e+14 1.387165 1
690.212402 238.894043 689.922481 239.169064 4.598816 0.250000 1.99826e+14 1.135249 1
703.732910 186.145020 703.253442 186.174298 9.609122 0.250000 3.39711e+14 1.065207 1
717.253418 6.950684 716.937786 7.745400 4.722943 0.250000 1.64857e+14 1.381743 1
726.774902 450.842285 726.782945 450.981202 4.586598 0.250000 1.5687e+14 0.987332 1
729.631348 465.886230 730.288274 466.006318 4.833220 0.250000 1.4751e+14 0.784647 1
730.012207 614.802246 729.766452 614.628321 5.173779 0.250000 2.40881e+14 0.448081 1
730.202637 5.236816 729.854600 5.932680 4.972275 0.250000 1.79979e+14 0.430308 1
737.058105 242.512207 736.719367 242.565184 5.014600 0.250000 1.48599e+14 1.591831 1
759.147949 325.539551 758.554670 325.845791 4.795365 0.250000 1.54958e+14 1.028744 1
763.146973 505.686035 762.852495 505.595237 4.846355 0.250000 9.2364e+13 1.278367 1
766.765137 607.946777 766.333602 607.919533 8.883100 0.250000 2.83324e+14 0.961776 1
12.092285 734.201660 11.791260 734.035360 6.071742 0.500000 1.66796e+14 0.307030 1
137.775879 141.394043 137.852520 141.667495 4.914654 0.500000 2.0516e+14 0.608758 1
189.382324 749.436035 189.271686 749.039462 4.514745 0.500000 1.40511e+14 1.822117 1
197.380371 213.947754 197.732336 213.942291 6.060705 0.500000 2.03775e+14 0.945636 1
252.414551 242.702637 252.687247 242.998858 5.293929 0.500000 1.71689e+14 0.629019 1
266.125488 564.338379 266.212451 563.960262 4.733692 0.500000 1.9644e+14 0.612053 1
310.114746 622.229004 310.109283 621.876039 5.252848 0.500000 2.14948e+14 0.867337 1
344.011230 119.494629 343.990146 119.502242 6.355869 0.500000 2.50197e+14 1.203135 1
361.721191 521.682129 361.564329 521.133621 4.616389 0.500000 6.87744e+13 0.239274 1
361.721191 521.682129 361.723446 521.417499 4.616389 0.500000 1.45724e+14 0.748741 2
390.666504 467.790527 390.517126 467.574109 6.808290 0.500000 2.38243e+14 0.483333 1
500.925293 157.390137 500.325551 157.981975 4.735610 0.500000 1.3833e+14 0.906232 1
